"success","task","trial_type","trial_index","time_elapsed","internal_node_id","rt","stimulus","response","pixels_per_unit","itrial","iblock","leftDots","rightDots","difference","selected_side","confidence_value","left_confidence","right_confidence","correct","threshold","block_num","advice_direction","block","trial","trialid","dotsLeft","dotsRight","dotsDiff","selectedSide_first","confidence_first","correct_1","rt_1","adviceCond","adviceChoice","adviceDir","selectedSide_second","confidence_second","adviceCorrect","correct_2","rt_2","attention_check_correct","target_button","top_prompt","bottom_prompt","top_response","bottom_response","question_order"
"","confidence_second","html-keyboard-response","1660","6879054","0.0-502.0-6.0","960.0999999940395","Confidence judgment (second response)","","","-1","-1","","","","right","93.5","50","93.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1661","6879057","0.0-503.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","7","217","239","300","61","right","93.5","true","1447.2000000029802","1","no","right","right","93.5","true","true","960.0999999940395","","","","","","",""
"","fixation","html-keyboard-response","1662","6880357","0.0-504.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1663","6880870","0.0-504.0-1.0","null","[Dot display: left=300, right=239, diff=61]","null","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1664","6882174","0.0-504.0-2.0","1300.800000011921","Confidence judgement (first response)","","","-1","-1","","","","left","91.75","91.75","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1665","6882757","0.0-504.0-5.0-0.0","582","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1666","6883559","0.0-504.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1667","6884340","0.0-504.0-6.0","778.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","left","91.75","91.75","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1668","6884343","0.0-505.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","8","218","300","239","61","left","91.75","true","1300.800000011921","3","no","right","left","91.75","false","true","778.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1669","6885629","0.0-506.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1670","6886141","0.0-506.0-1.0","null","[Dot display: left=300, right=239, diff=61]","null","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1671","6887647","0.0-506.0-2.0","1503.6000000089407","Confidence judgement (first response)","","","-1","-1","","","","left","79.75","79.75","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","advice_choice","html-button-response","1672","6888402","0.0-506.0-3.0-0.0","754","[advice choice Y,N]","1","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1673","6889207","0.0-506.0-3.0-2.0-0.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1674","6889930","0.0-506.0-6.0","720.3000000119209","Confidence judgment (second response)","","","-1","-1","","","","left","79.75","79.75","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1675","6889932","0.0-507.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","9","219","300","239","61","left","79.75","true","1503.6000000089407","1","no","right","left","79.75","false","true","720.3000000119209","","","","","","",""
"","fixation","html-keyboard-response","1676","6891341","0.0-508.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1677","6891845","0.0-508.0-1.0","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1678","6893119","0.0-508.0-2.0","1271.1000000089407","Confidence judgement (first response)","","","-1","-1","","","","right","92.5","50","92.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1679","6893782","0.0-508.0-5.0-0.0","662","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1680","6894583","0.0-508.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1681","6895863","0.0-508.0-6.0","1277.2999999970198","Confidence judgment (second response)","","","-1","-1","","","","right","92.5","50","92.5","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1682","6895865","0.0-509.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","10","220","239","300","61","right","92.5","true","1271.1000000089407","3","no","right","right","92.5","true","true","1277.2999999970198","","","","","","",""
"","fixation","html-keyboard-response","1683","6897078","0.0-510.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1684","6897582","0.0-510.0-1.0","null","[Dot display: left=239, right=300, diff=61]","null","","-1","-1","239","300","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1685","6898865","0.0-510.0-2.0","1280.0999999940395","Confidence judgement (first response)","","","-1","-1","","","","left","91","91","50","false","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","no_advice_display","html-button-response","1686","6899458","0.0-510.0-5.0-0.0","591","noAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","blank_screen","html-keyboard-response","1687","6900259","0.0-510.0-5.0-1.0","null","blank","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1688","6901200","0.0-510.0-6.0","938.6000000089407","Confidence judgment (second response)","","","-1","-1","","","","left","91","91","50","false","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1689","6901208","0.0-511.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","11","221","239","300","61","left","91","false","1280.0999999940395","3","no","right","left","91","true","false","938.6000000089407","","","","","","",""
"","fixation","html-keyboard-response","1690","6902518","0.0-512.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1691","6903022","0.0-512.0-1.0","null","[Dot display: left=300, right=239, diff=61]","null","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_first","html-keyboard-response","1692","6904827","0.0-512.0-2.0","1801.8999999910593","Confidence judgement (first response)","","","-1","-1","","","","left","88.25","88.25","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","forced_advice_display","html-button-response","1693","6905525","0.0-512.0-4.0-0.0","697","forcedAdvice","0","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","show_advice","html-keyboard-response","1694","6906341","0.0-512.0-4.0-1.0","null","[advice: left]","null","","-1","-1","","","","","","","","","","","left","","","","","","","","","","","","","","","","","","","","","","","","",""
"","confidence_second","html-keyboard-response","1695","6907623","0.0-512.0-6.0","1278.7000000029802","Confidence judgment (second response)","","","-1","-1","","","","left","92.5","92.5","50","true","61","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","consolidated-trial-data","consolidated-trial-data","1696","6907625","0.0-513.0","null","consolidated-trial-data","null","","","","","","","","","","","","","","","14","12","222","300","239","61","left","88.25","true","1801.8999999910593","2","no","left","left","92.5","true","true","1278.7000000029802","","","","","","",""
"","fixation","html-keyboard-response","1697","6908939","0.0-514.0-0.0","null","fixation","null","","-1","-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","numerosity","html-keyboard-response","1698","6909457","0.0-514.0-1.0","null","[Dot display: left=300, right=239, diff=61]","null","","-1","-1","300","239","61","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
